"Date","Price","Open","High","Low","Vol.","Change %"
"18-07-2023","728.15","731.00","747.50","725.60","4.46M","-0.40%"
"17-07-2023","731.05","730.20","742.80","730.10","2.68M","0.68%"
"14-07-2023","726.10","718.65","727.45","714.70","2.04M","1.24%"
"13-07-2023","717.20","724.95","729.25","715.00","1.38M","-0.97%"
"12-07-2023","724.20","731.85","732.45","722.00","1.35M","-0.78%"
"11-07-2023","729.90","723.95","732.45","719.05","2.72M","1.36%"
"10-07-2023","720.10","722.00","730.00","708.00","5.14M","0.19%"
"07-07-2023","718.70","739.95","740.00","716.20","4.25M","-2.88%"
"06-07-2023","740.05","742.40","745.90","738.20","1.95M","-0.36%"
"05-07-2023","742.75","741.00","746.90","734.05","2.21M","0.14%"
"04-07-2023","741.70","740.05","751.00","735.00","3.26M","0.58%"
"03-07-2023","737.40","744.50","747.45","732.70","2.81M","-0.25%"
"30-06-2023","739.25","752.80","759.90","738.00","6.63M","-2.28%"
"28-06-2023","756.50","722.95","759.00","721.80","17.91M","5.03%"
"27-06-2023","720.25","724.35","730.45","716.00","6.94M","-0.57%"
"26-06-2023","724.40","710.00","726.30","705.10","5.70M","1.41%"
"23-06-2023","714.30","741.00","741.00","703.00","15.40M","-4.20%"
"22-06-2023","745.60","755.00","758.00","741.00","10.06M","-0.51%"
"21-06-2023","749.45","739.90","753.25","733.30","9.31M","1.58%"
"20-06-2023","737.80","738.00","742.00","730.20","6.75M","0.29%"
"19-06-2023","735.65","749.90","749.90","731.00","5.26M","-1.57%"
"16-06-2023","747.40","741.00","749.70","740.80","6.80M","1.07%"
"15-06-2023","739.50","737.30","748.70","737.00","6.45M","0.02%"
"14-06-2023","739.35","736.35","742.75","735.80","3.90M","0.20%"
"13-06-2023","737.85","741.00","742.40","735.05","3.64M","-0.57%"
"12-06-2023","742.10","735.20","746.55","733.55","4.57M","0.97%"
"09-06-2023","734.95","738.00","742.00","733.00","1.34M","-0.20%"
"08-06-2023","736.40","744.95","749.00","733.00","2.14M","-0.99%"
"07-06-2023","743.75","750.00","751.00","741.95","2.13M","-0.22%"
"06-06-2023","745.40","742.90","747.00","740.00","5.49M","0.89%"
"05-06-2023","738.80","738.00","744.00","735.00","5.17M","0.30%"
"02-06-2023","736.60","738.00","744.00","734.00","5.55M","0.62%"
"01-06-2023","732.05","730.50","744.95","729.00","3.77M","-0.92%"
"31-05-2023","738.85","736.00","749.00","721.30","13.65M","0.65%"
"30-05-2023","734.05","740.00","742.35","727.65","4.79M","-0.47%"
"29-05-2023","737.50","731.00","740.00","728.05","4.30M","1.47%"
"26-05-2023","726.85","729.10","730.35","720.60","4.51M","0.32%"
"25-05-2023","724.50","717.00","727.00","705.60","7.46M","0.87%"
"24-05-2023","718.25","739.00","739.00","708.75","12.81M","-2.15%"
"23-05-2023","734.05","744.30","785.65","730.00","39.50M","0.60%"
"22-05-2023","729.70","698.90","753.40","693.15","30.20M","6.05%"
"19-05-2023","688.10","664.00","694.15","659.50","6.34M","3.48%"
"18-05-2023","664.95","689.70","689.70","661.30","4.41M","-2.87%"
"17-05-2023","684.60","687.25","691.95","682.55","2.30M","-0.35%"
"16-05-2023","687.00","694.05","698.80","685.30","1.40M","-1.02%"
"15-05-2023","694.05","699.80","701.70","687.50","2.62M","-0.85%"
"12-05-2023","700.00","712.00","712.00","695.05","4.03M","-1.24%"
"11-05-2023","708.80","694.00","714.00","692.25","5.98M","2.58%"
"10-05-2023","691.00","692.00","692.40","685.55","1.79M","0.07%"
"09-05-2023","690.50","685.10","695.90","684.50","4.03M","0.79%"
"08-05-2023","685.10","684.70","690.65","678.60","3.67M","0.18%"
"05-05-2023","683.90","682.80","693.60","677.50","5.19M","0.61%"
"04-05-2023","679.75","670.00","682.00","667.70","5.12M","1.51%"
"03-05-2023","669.65","675.00","684.85","656.75","5.65M","-1.74%"
"02-05-2023","681.50","683.80","685.90","672.60","5.56M","0.03%"
"28-04-2023","681.30","666.20","683.00","662.15","6.16M","3.27%"
"27-04-2023","659.75","667.90","668.20","657.20","3.20M","-0.74%"
"26-04-2023","664.70","671.00","671.60","662.10","3.37M","-1.01%"
"25-04-2023","671.45","675.00","682.50","668.85","4.81M","0.02%"
"24-04-2023","671.30","665.10","672.75","656.00","3.36M","1.47%"
"21-04-2023","661.60","668.00","670.60","658.65","1.98M","-0.68%"
"20-04-2023","666.10","663.00","678.50","661.20","5.01M","1.17%"
"19-04-2023","658.40","659.00","665.00","654.90","2.68M","-0.02%"
"18-04-2023","658.55","668.00","671.40","651.05","2.96M","-0.93%"
"17-04-2023","664.70","663.00","666.70","658.00","2.73M","0.46%"
"13-04-2023","661.65","659.70","664.90","653.40","3.31M","0.59%"
"12-04-2023","657.75","656.00","662.00","650.00","4.27M","0.58%"
"11-04-2023","653.95","655.00","660.25","647.40","3.80M","0.30%"
"10-04-2023","652.00","646.00","657.00","643.00","4.25M","1.62%"
"06-04-2023","641.60","637.00","651.35","631.55","7.09M","0.76%"
"05-04-2023","636.75","626.90","639.80","625.05","6.62M","1.43%"
"03-04-2023","627.80","638.55","639.00","622.15","6.07M","-0.65%"
"31-03-2023","631.90","643.90","655.40","627.35","9.47M","-0.75%"
"29-03-2023","636.65","593.35","642.55","590.10","17.06M","7.29%"
"28-03-2023","593.40","622.60","627.80","571.55","19.86M","-5.67%"
"27-03-2023","629.10","638.00","644.85","625.50","5.62M","-1.39%"
"24-03-2023","638.00","658.20","660.65","633.95","6.07M","-2.59%"
"23-03-2023","654.95","655.00","667.35","652.05","4.49M","-0.33%"
"22-03-2023","657.15","669.90","671.90","654.15","4.46M","-1.15%"
"21-03-2023","664.80","671.50","674.40","661.20","5.01M","-0.29%"
"20-03-2023","666.75","671.00","677.75","659.30","5.25M","-2.00%"
"17-03-2023","680.35","688.50","691.75","671.30","7.63M","0.11%"
"16-03-2023","679.60","686.90","692.35","675.15","12.99M","0.04%"
"15-03-2023","679.35","661.55","687.85","657.25","15.51M","3.80%"
"14-03-2023","654.50","681.20","684.55","638.60","18.15M","-3.92%"
"13-03-2023","681.20","703.70","710.55","677.15","9.69M","-2.38%"
"10-03-2023","697.80","684.80","701.75","680.65","12.14M","0.08%"
"09-03-2023","697.25","713.90","716.60","686.00","17.04M","-2.08%"
"08-03-2023","712.05","700.00","715.00","682.00","20.23M","3.08%"
"06-03-2023","690.75","690.00","722.75","681.10","37.44M","0.89%"
"03-03-2023","684.65","663.00","704.00","650.55","42.83M","9.91%"
"02-03-2023","622.90","603.95","625.00","585.60","21.08M","3.45%"
"01-03-2023","602.10","598.00","616.00","594.60","18.66M","1.63%"
"28-02-2023","592.45","563.00","614.45","551.95","25.36M","5.42%"
"27-02-2023","562.00","559.00","571.95","553.10","8.48M","0.55%"
"24-02-2023","558.90","557.00","565.90","543.20","8.63M","1.28%"
"23-02-2023","551.85","539.50","558.15","533.65","10.71M","0.87%"
"22-02-2023","547.10","583.50","583.55","540.00","10.99M","-6.19%"
"21-02-2023","583.20","585.00","593.80","579.20","7.70M","0.60%"
"20-02-2023","579.70","567.30","581.65","560.00","9.51M","0.18%"
"17-02-2023","578.65","579.00","586.00","569.10","8.88M","0.25%"
"16-02-2023","577.20","580.00","590.80","573.30","9.91M","1.43%"
"15-02-2023","569.05","567.80","578.85","561.90","9.26M","0.70%"
"14-02-2023","565.10","551.00","581.25","538.30","17.98M","2.06%"
"13-02-2023","553.70","587.90","596.10","537.40","19.53M","-5.18%"
"10-02-2023","583.95","573.60","599.90","560.00","12.53M","0.28%"
"09-02-2023","582.30","587.25","589.00","546.20","22.49M","-2.83%"
"08-02-2023","599.25","564.00","605.00","563.00","31.11M","8.33%"
"07-02-2023","553.15","550.00","598.45","543.00","46.65M","1.41%"
"06-02-2023","545.45","498.00","548.70","476.70","38.36M","9.34%"
"03-02-2023","498.85","459.00","507.00","395.10","89.66M","7.87%"
"02-02-2023","462.45","510.00","534.00","424.05","115.52M","-6.60%"
"01-02-2023","495.15","627.00","629.00","459.50","46.56M","-19.18%"
"31-01-2023","612.65","600.00","626.90","588.10","33.27M","2.62%"
"30-01-2023","597.00","620.00","656.60","566.95","58.26M","0.01%"
"27-01-2023","596.95","699.00","699.85","537.00","64.19M","-16.29%"
"25-01-2023","713.15","753.00","756.90","706.00","17.09M","-6.31%"
"24-01-2023","761.20","769.15","774.00","758.00","3.01M","-1.02%"
"23-01-2023","769.05","778.35","778.35","762.40","4.28M","-0.70%"
"20-01-2023","774.45","776.00","786.60","772.45","3.33M","-0.21%"
"19-01-2023","776.05","783.95","783.95","771.75","5.09M","-1.33%"
"18-01-2023","786.50","784.00","795.85","776.60","5.59M","0.22%"
"17-01-2023","784.75","788.35","791.45","778.10","2.95M","-0.29%"
"16-01-2023","787.05","797.00","797.50","784.40","3.60M","-0.96%"
"13-01-2023","794.65","795.60","800.25","786.00","4.06M","0.21%"
"12-01-2023","792.95","796.70","799.45","786.10","2.67M","-0.44%"
"11-01-2023","796.45","800.00","803.10","789.05","3.62M","0.01%"
"10-01-2023","796.40","817.00","820.65","781.10","4.55M","-2.48%"
"09-01-2023","816.65","810.45","820.25","809.10","2.04M","1.31%"
"06-01-2023","806.10","819.90","824.40","803.50","2.89M","-1.65%"
"05-01-2023","819.60","814.05","821.60","797.00","3.12M","1.19%"
"04-01-2023","810.00","820.80","822.00","806.50","3.26M","-1.27%"
"03-01-2023","820.45","822.25","826.40","817.80","2.17M","-0.22%"
"02-01-2023","822.30","823.00","826.75","816.30","2.04M","0.51%"
"30-12-2022","818.10","822.45","826.75","815.60","3.25M","-0.18%"
"29-12-2022","819.55","807.00","822.50","799.55","5.31M","1.14%"
"28-12-2022","810.35","815.75","817.00","808.80","3.62M","-0.83%"
"27-12-2022","817.15","810.10","821.20","798.10","4.87M","1.38%"
"26-12-2022","806.05","798.00","812.00","785.30","7.21M","1.50%"
"23-12-2022","794.10","853.00","853.95","790.20","9.11M","-7.33%"
"22-12-2022","856.90","864.70","874.30","845.55","5.52M","-0.09%"
"21-12-2022","857.65","887.00","893.00","851.55","4.66M","-3.01%"
"20-12-2022","884.25","894.10","895.30","871.30","4.02M","-0.96%"
"19-12-2022","892.85","860.45","896.00","859.60","5.21M","3.77%"
"16-12-2022","860.45","882.95","890.95","854.40","7.79M","-2.66%"
"15-12-2022","883.95","900.25","906.95","880.35","3.68M","-1.84%"
"14-12-2022","900.55","897.20","908.50","891.65","4.93M","0.64%"
"13-12-2022","894.80","884.95","898.00","881.30","3.82M","1.53%"
"12-12-2022","881.30","892.05","894.85","878.55","3.41M","-1.06%"
"09-12-2022","890.75","896.05","912.00","882.20","6.98M","-0.24%"
"08-12-2022","892.90","888.00","898.50","887.35","2.82M","0.69%"
"07-12-2022","886.75","897.80","902.50","884.80","2.87M","-1.08%"
"06-12-2022","896.45","893.80","902.30","886.00","4.84M","0.37%"
"05-12-2022","893.15","891.60","896.50","878.55","3.97M","0.56%"
"02-12-2022","888.20","894.00","903.60","884.25","6.28M","-0.26%"
"01-12-2022","890.55","884.75","896.50","882.00","4.49M","1.08%"
"30-11-2022","881.00","878.90","884.15","873.30","3.80M","0.32%"
"29-11-2022","878.20","878.00","891.80","874.65","3.66M","-0.05%"
"28-11-2022","878.60","876.00","885.25","873.50","4.17M","-0.11%"
"25-11-2022","879.60","877.00","881.00","872.10","5.08M","0.34%"
"24-11-2022","876.65","873.90","882.50","868.30","5.11M","0.35%"
"23-11-2022","873.60","885.45","887.50","866.65","5.32M","-1.00%"
"22-11-2022","882.45","871.60","885.75","870.50","5.47M","1.24%"
"21-11-2022","871.60","885.00","888.00","869.00","6.11M","-1.95%"
"18-11-2022","888.90","892.05","894.90","879.60","5.38M","-0.22%"
"17-11-2022","890.85","886.00","897.70","880.50","5.19M","0.39%"
"16-11-2022","887.35","915.00","916.00","874.40","11.50M","-2.16%"
"15-11-2022","906.90","898.90","915.50","895.00","10.68M","1.32%"
"14-11-2022","895.05","895.00","907.50","885.00","7.65M","0.06%"
"11-11-2022","894.50","905.00","907.80","890.80","8.78M","0.12%"
"10-11-2022","893.45","894.00","898.00","876.30","9.91M","0.30%"
"09-11-2022","890.80","859.50","901.00","859.00","20.09M","4.43%"
"07-11-2022","853.00","867.20","869.00","845.55","8.00M","-1.15%"
"04-11-2022","862.90","837.00","867.00","832.00","11.13M","3.48%"
"03-11-2022","833.85","825.00","837.80","823.50","6.63M","0.05%"
"02-11-2022","833.40","850.00","850.00","829.00","11.86M","-1.00%"
"01-11-2022","841.80","827.70","844.90","823.55","7.77M","2.22%"
"31-10-2022","823.55","824.00","831.00","819.50","4.49M","0.40%"
"28-10-2022","820.30","824.00","834.80","817.30","6.90M","-0.12%"
"27-10-2022","821.25","805.00","824.00","795.00","7.11M","2.61%"
"25-10-2022","800.35","806.70","812.75","797.10","4.49M","-0.64%"
"24-10-2022","805.50","808.00","810.00","802.00","665.02K","0.48%"
"21-10-2022","801.65","824.20","824.20","799.40","5.27M","-2.24%"
"20-10-2022","820.05","801.00","822.25","795.05","4.48M","1.86%"
"19-10-2022","805.05","814.00","823.45","801.15","5.22M","-0.60%"
"18-10-2022","809.95","791.45","815.00","790.50","7.37M","3.02%"
"17-10-2022","786.20","782.10","789.95","771.65","4.60M","0.78%"
"14-10-2022","780.10","804.00","806.60","778.25","4.56M","-0.59%"
"13-10-2022","784.75","807.00","811.75","777.00","7.49M","-2.38%"
"12-10-2022","803.90","801.00","806.50","786.35","5.63M","0.82%"
"11-10-2022","797.35","814.00","820.60","795.25","6.19M","-1.33%"
"10-10-2022","808.10","807.50","813.95","799.00","4.64M","-1.08%"
"07-10-2022","816.90","821.00","826.00","806.35","6.09M","-0.87%"
"06-10-2022","824.10","832.90","835.00","822.30","6.18M","0.13%"
"04-10-2022","823.05","804.00","826.30","790.10","10.45M","4.93%"
"03-10-2022","784.40","821.00","834.40","773.15","12.90M","-4.42%"
"30-09-2022","820.65","822.50","830.45","801.00","10.41M","0.52%"
"29-09-2022","816.40","839.00","847.50","813.05","7.48M","-1.29%"
"28-09-2022","827.10","835.90","847.00","823.35","7.04M","-2.03%"
"27-09-2022","844.20","861.00","875.00","833.80","11.60M","-2.22%"
"26-09-2022","863.40","909.00","909.90","855.25","9.88M","-5.52%"
"23-09-2022","913.80","950.00","950.85","910.15","6.65M","-3.47%"
"22-09-2022","946.65","933.90","953.50","928.05","8.86M","1.47%"
"21-09-2022","932.90","974.00","976.10","917.10","13.18M","-3.85%"
"20-09-2022","970.25","974.20","987.85","967.00","7.54M","1.11%"
"19-09-2022","959.60","942.90","972.60","935.30","7.92M","2.28%"
"16-09-2022","938.20","970.25","976.45","926.15","10.71M","-3.13%"
"15-09-2022","968.55","955.00","972.70","950.40","8.70M","2.18%"
"14-09-2022","947.85","941.00","958.80","939.00","8.50M","-0.10%"
"13-09-2022","948.80","946.00","953.90","933.00","9.65M","1.10%"
"12-09-2022","938.50","914.70","942.00","911.00","12.57M","3.49%"
"09-09-2022","906.85","888.80","925.00","887.00","18.37M","2.46%"
"08-09-2022","885.05","880.60","888.40","867.00","7.94M","1.16%"
"07-09-2022","874.90","847.00","878.75","845.10","8.93M","2.89%"
"06-09-2022","850.35","854.70","858.55","844.05","3.38M","-0.06%"
"05-09-2022","850.90","854.95","864.90","848.20","5.43M","-0.12%"
"02-09-2022","851.95","842.00","860.90","838.05","8.84M","1.69%"
"01-09-2022","837.80","841.80","846.55","831.35","3.89M","-0.52%"
"30-08-2022","842.15","844.00","860.60","838.70","9.49M","0.69%"
"29-08-2022","836.40","815.10","844.60","815.00","6.65M","-0.16%"
"26-08-2022","837.70","821.00","845.00","817.65","8.51M","2.66%"
"25-08-2022","816.00","840.50","842.35","812.30","6.29M","-2.43%"
"24-08-2022","836.30","830.25","838.15","817.10","6.56M","0.46%"
"23-08-2022","832.50","835.80","857.20","806.10","13.52M","-0.92%"
"22-08-2022","840.25","876.20","891.90","837.35","14.69M","-3.62%"
"19-08-2022","871.80","837.25","883.90","833.95","24.51M","4.65%"
"18-08-2022","833.05","824.75","836.45","820.45","3.84M","1.01%"
"17-08-2022","824.75","827.35","831.95","821.15","3.69M","0.07%"
"16-08-2022","824.15","792.30","826.00","791.15","6.82M","4.54%"
"12-08-2022","788.35","793.50","799.70","785.50","2.28M","-0.56%"
"11-08-2022","792.75","794.70","799.90","788.30","2.14M","0.28%"
"10-08-2022","790.55","803.00","808.00","778.30","5.54M","-1.38%"
"08-08-2022","801.65","812.90","823.00","795.35","7.52M","-1.06%"
"05-08-2022","810.25","811.10","818.70","805.50","2.81M","0.37%"
"04-08-2022","807.25","811.05","820.50","796.50","4.64M","0.01%"
"03-08-2022","807.20","802.80","809.90","795.35","3.33M","0.61%"
"02-08-2022","802.30","800.85","810.40","795.00","4.39M","0.13%"
"01-08-2022","801.25","770.00","804.00","765.05","6.46M","4.92%"
"29-07-2022","763.70","769.00","775.65","758.85","3.18M","-0.10%"
"28-07-2022","764.50","763.65","768.60","757.65","2.70M","0.51%"
"27-07-2022","760.65","748.70","762.20","747.05","2.54M","1.54%"
"26-07-2022","749.10","749.90","753.50","745.00","1.80M","-0.11%"
"25-07-2022","749.95","757.00","757.25","746.05","1.59M","-0.57%"
"22-07-2022","754.25","757.65","764.95","751.55","2.85M","0.00%"
"21-07-2022","754.25","747.70","756.90","741.20","2.64M","1.44%"
"20-07-2022","743.55","756.95","756.95","741.90","2.18M","-0.73%"
"19-07-2022","749.00","736.95","751.80","734.05","2.86M","1.25%"
"18-07-2022","739.75","736.95","742.50","732.60","2.40M","1.21%"
"15-07-2022","730.90","737.70","738.45","726.10","4.13M","0.89%"
"14-07-2022","724.45","729.00","730.80","716.55","2.86M","-0.32%"
"13-07-2022","726.75","737.05","739.00","724.35","2.37M","-0.70%"
"12-07-2022","731.90","729.00","742.90","726.35","5.85M","0.37%"
"11-07-2022","729.20","715.00","732.00","713.05","3.81M","1.89%"
"08-07-2022","715.70","709.90","717.75","706.55","3.88M","1.72%"
"07-07-2022","703.60","701.00","707.00","695.00","2.90M","1.33%"
"06-07-2022","694.35","678.00","696.30","677.15","2.63M","2.30%"
"05-07-2022","678.75","686.45","694.20","676.95","2.47M","-0.48%"
"04-07-2022","682.00","679.85","684.30","673.10","1.87M","0.60%"
"01-07-2022","677.90","670.00","680.00","656.00","3.15M","0.87%"
"30-06-2022","672.05","680.55","685.90","666.60","3.50M","-0.85%"
"29-06-2022","677.80","675.00","684.40","667.00","3.33M","-0.04%"
"28-06-2022","678.05","681.00","683.80","670.25","4.60M","-1.41%"
"27-06-2022","687.75","698.00","698.70","684.90","2.71M","0.20%"
"24-06-2022","686.40","683.00","687.95","677.10","2.74M","1.64%"
"23-06-2022","675.30","672.70","683.30","666.20","2.76M","1.05%"
"22-06-2022","668.30","684.90","687.85","665.55","2.96M","-3.02%"
"21-06-2022","689.10","670.50","691.55","667.10","3.31M","3.91%"
"20-06-2022","663.15","671.00","673.90","653.10","3.51M","-0.87%"
"17-06-2022","668.95","677.00","689.45","663.00","6.10M","-1.87%"
"16-06-2022","681.70","711.95","717.10","677.00","4.30M","-3.13%"
"15-06-2022","703.75","710.90","713.30","701.60","2.45M","-0.13%"
"14-06-2022","704.70","695.40","721.80","693.55","6.14M","1.36%"
"13-06-2022","695.25","711.00","714.70","688.80","4.54M","-4.29%"
"10-06-2022","726.40","726.00","732.15","718.20","3.38M","-1.24%"
"09-06-2022","735.50","726.00","737.00","723.10","2.60M","0.95%"
"08-06-2022","728.60","735.55","740.00","725.35","2.84M","-0.81%"
"07-06-2022","734.55","739.00","742.50","713.40","2.49M","-0.90%"
"06-06-2022","741.25","738.50","745.00","725.30","2.75M","0.18%"
"03-06-2022","739.90","758.00","758.50","738.75","2.96M","-1.14%"
"02-06-2022","748.45","737.00","751.90","730.25","3.54M","1.57%"
"01-06-2022","736.90","739.80","743.70","729.05","3.20M","-0.40%"
"31-05-2022","739.85","731.10","749.00","728.00","6.35M","0.70%"
"30-05-2022","734.70","714.00","737.00","710.00","5.55M","4.49%"
"27-05-2022","703.10","714.10","714.10","697.00","5.82M","0.23%"
"26-05-2022","701.50","712.00","719.30","668.15","13.57M","-0.90%"
"25-05-2022","707.90","735.00","743.95","705.40","7.70M","-5.88%"
"24-05-2022","752.15","756.60","764.80","747.50","4.65M","-0.19%"
"23-05-2022","753.55","774.85","779.90","751.25","4.79M","-1.82%"
"20-05-2022","767.55","749.95","772.80","745.10","5.43M","4.74%"
"19-05-2022","732.80","744.00","747.35","730.00","4.45M","-3.55%"
"18-05-2022","759.80","752.65","767.20","742.00","9.02M","2.02%"
"17-05-2022","744.75","720.00","747.30","715.35","4.43M","4.53%"
"16-05-2022","712.50","715.00","728.15","704.00","5.61M","0.93%"
"13-05-2022","705.90","727.00","735.90","701.80","7.25M","-1.04%"
"12-05-2022","713.30","759.00","759.00","705.30","10.57M","-6.13%"
"11-05-2022","759.90","771.00","784.95","749.05","8.99M","-1.20%"
"10-05-2022","769.10","795.20","803.95","765.05","5.34M","-2.96%"
"09-05-2022","792.60","807.45","807.45","783.00","4.77M","-2.32%"
"06-05-2022","811.40","797.90","820.95","790.20","6.15M","0.01%"
"05-05-2022","811.35","820.90","835.50","806.00","6.60M","-0.18%"
"04-05-2022","812.80","860.50","864.20","805.80","7.97M","-5.11%"
"02-05-2022","856.55","850.00","862.85","838.05","5.76M","0.02%"
"29-04-2022","856.40","892.70","898.90","852.10","11.54M","-3.46%"
"28-04-2022","887.10","899.00","900.25","876.80","8.78M","-0.02%"
"27-04-2022","887.30","914.05","924.65","880.00","20.79M","-2.44%"
"26-04-2022","909.50","868.00","913.00","865.40","21.01M","5.81%"
"25-04-2022","859.55","873.95","880.95","848.65","10.15M","-1.67%"
"22-04-2022","874.15","847.45","886.00","840.70","17.86M","2.78%"
"21-04-2022","850.50","833.00","858.90","832.30","5.54M","2.76%"
"20-04-2022","827.65","825.60","835.95","820.00","3.07M","1.02%"
"19-04-2022","819.30","849.00","850.25","807.00","4.47M","-2.78%"
"18-04-2022","842.70","831.35","846.75","821.40","3.97M","0.26%"
"13-04-2022","840.50","849.90","854.90","836.50","2.96M","-0.52%"
"12-04-2022","844.90","853.90","859.00","835.00","5.60M","-1.13%"
"11-04-2022","854.55","840.00","860.00","839.30","6.03M","1.82%"
"08-04-2022","839.30","823.00","844.80","817.40","5.78M","2.68%"
"07-04-2022","817.40","850.00","866.00","813.60","11.66M","-3.82%"
"06-04-2022","849.85","852.95","862.65","840.00","8.79M","0.21%"
"05-04-2022","848.05","840.00","860.90","826.00","21.09M","3.60%"
"04-04-2022","818.55","791.00","822.15","783.65","13.74M","4.17%"
"01-04-2022","785.75","774.50","790.70","774.50","6.82M","1.49%"
"31-03-2022","774.20","767.40","781.00","765.50","5.47M","0.89%"
"30-03-2022","767.40","768.80","775.95","762.10","6.91M","0.72%"
"29-03-2022","761.95","741.00","766.90","738.05","11.42M","3.39%"
"28-03-2022","737.00","747.00","749.70","726.55","5.69M","-0.84%"
"25-03-2022","743.25","737.00","746.90","730.05","4.00M","1.34%"
"24-03-2022","733.45","733.00","742.30","731.00","2.91M","-0.04%"
"23-03-2022","733.75","747.95","751.00","731.80","4.70M","-0.73%"
"22-03-2022","739.15","735.00","743.90","723.05","5.01M","0.54%"
"21-03-2022","735.15","741.00","750.45","725.40","6.66M","-0.67%"
"17-03-2022","740.10","730.50","743.80","729.55","4.96M","2.25%"
"16-03-2022","723.80","726.00","729.50","721.00","2.69M","0.35%"
"15-03-2022","721.30","733.00","736.00","716.25","4.23M","-1.27%"
"14-03-2022","730.55","725.95","733.50","724.00","1.91M","0.15%"
"11-03-2022","729.45","729.50","731.75","722.30","2.86M","-0.13%"
"10-03-2022","730.40","727.90","737.65","720.60","5.85M","2.28%"
"09-03-2022","714.10","697.00","718.00","692.70","5.35M","3.67%"
"08-03-2022","688.85","679.65","692.00","670.60","3.83M","1.63%"
"07-03-2022","677.80","690.00","691.70","663.55","4.89M","-3.19%"
"04-03-2022","700.15","699.90","710.70","689.05","7.94M","-0.93%"
"03-03-2022","706.70","718.80","724.60","703.00","7.53M","-0.51%"
"02-03-2022","710.30","702.95","717.90","697.60","4.45M","0.40%"
"28-02-2022","707.50","690.00","709.65","684.50","4.29M","1.78%"
"25-02-2022","695.15","674.50","703.00","670.25","5.74M","6.15%"
"24-02-2022","654.85","682.00","688.00","651.95","9.55M","-7.34%"
"23-02-2022","706.70","711.00","719.40","705.00","2.98M","0.16%"
"22-02-2022","705.55","698.00","711.10","685.00","6.11M","-0.78%"
"21-02-2022","711.10","722.70","726.75","709.55","2.81M","-2.25%"
"18-02-2022","727.50","729.90","739.20","725.50","2.15M","-0.91%"
"17-02-2022","734.20","741.10","745.00","731.35","3.41M","-0.88%"
"16-02-2022","740.75","724.90","750.85","722.10","9.38M","2.80%"
"15-02-2022","720.60","699.70","722.45","690.00","3.32M","3.57%"
"14-02-2022","695.75","714.80","714.80","691.00","6.22M","-3.86%"
"11-02-2022","723.70","727.90","733.90","719.45","3.62M","-1.01%"
"10-02-2022","731.05","736.90","741.55","728.05","4.75M","-0.33%"
"09-02-2022","733.45","722.00","735.40","719.05","3.19M","2.18%"
"08-02-2022","717.80","719.00","723.00","703.00","3.21M","0.37%"
"07-02-2022","715.15","728.80","729.90","713.35","2.61M","-1.62%"
"04-02-2022","726.95","735.00","741.15","724.00","2.45M","-0.76%"
"03-02-2022","732.50","744.05","745.00","729.40","2.69M","-1.70%"
"02-02-2022","745.20","723.90","746.85","721.50","6.17M","0.87%"
"01-02-2022","738.75","721.00","744.30","720.65","6.05M","3.13%"
"31-01-2022","716.30","719.70","723.90","714.55","2.15M","0.87%"
"28-01-2022","710.15","713.00","732.80","707.50","3.54M","0.15%"
"27-01-2022","709.10","699.80","712.30","691.00","4.75M","-0.28%"
"25-01-2022","711.10","696.00","712.85","690.00","4.48M","1.23%"
"24-01-2022","702.45","723.90","725.25","689.00","5.35M","-2.96%"
"21-01-2022","723.90","732.00","733.65","714.45","9.24M","-1.91%"
"20-01-2022","738.00","744.00","751.70","735.00","4.74M","-0.83%"
"19-01-2022","744.20","761.75","761.75","736.00","5.84M","-2.46%"
"18-01-2022","762.95","780.00","790.00","760.00","4.30M","-2.07%"
"17-01-2022","779.05","783.50","789.40","773.90","3.19M","-0.13%"
"14-01-2022","780.10","769.00","795.00","763.65","9.63M","1.02%"
"13-01-2022","772.20","763.00","776.00","760.00","4.05M","1.13%"
"12-01-2022","763.55","769.50","774.90","754.00","5.78M","-0.20%"
"11-01-2022","765.10","738.65","768.90","728.50","8.96M","3.55%"
"10-01-2022","738.85","737.10","743.00","734.10","2.17M","0.37%"
"07-01-2022","736.10","744.70","747.70","730.50","2.59M","-0.50%"
"06-01-2022","739.80","748.90","748.90","730.10","5.44M","-2.00%"
"05-01-2022","754.90","739.00","758.80","734.05","5.41M","2.12%"
"04-01-2022","739.25","743.00","747.00","732.65","4.07M","0.36%"
"03-01-2022","736.60","732.00","738.65","730.50","2.38M","0.86%"
"31-12-2021","730.30","725.00","735.00","725.00","2.54M","0.84%"
"30-12-2021","724.25","722.90","726.00","716.45","3.65M","0.21%"
"29-12-2021","722.75","729.00","734.20","720.10","2.40M","-0.89%"
"28-12-2021","729.25","727.10","738.90","725.20","3.60M","0.84%"
"27-12-2021","723.20","717.00","726.40","713.00","2.66M","0.11%"
"24-12-2021","722.40","732.50","734.90","713.40","3.95M","-1.22%"
"23-12-2021","731.30","732.80","747.50","728.85","6.64M","1.17%"
"22-12-2021","722.85","727.00","729.90","717.25","3.63M","-0.38%"
"21-12-2021","725.60","710.00","728.00","701.70","6.94M","3.41%"
"20-12-2021","701.70","717.00","717.00","685.50","4.56M","-3.07%"
"17-12-2021","723.95","744.50","744.50","721.20","4.97M","-2.85%"
"16-12-2021","745.15","752.00","756.45","739.35","3.30M","-0.05%"
